DateTime,Avrist Ada Kas Mutiara,Batavia Dana Kas Maxima,Batavia Dana Obligasi Ultima,BATAVIA DANA SAHAM,BATAVIA DANA SAHAM SYARIAH,BNI-AM DANA LANCAR SYARIAH,BNI-AM DANA LIKUID,REKSA DANA BNI-AM DANA PENDAPATAN TETAP MAKARA INVESTASI,BNI-AM DANA PENDAPATAN TETAP SYARIAH ARDHANI,BNI-AM Dana Saham Inspiring Equity Fund,BNI-AM Indeks IDX30,Avrist Ada Saham Blue Safir,ITB Harmoni BNI-AM,BNI-AM Mahogany,SYARIAH BNP PARIBAS CAKRA SYARIAH USD KELAS RK1,BNP PARIBAS EKUITAS,BNP Paribas Greater China Equity Syariah USD Kelas RK1,BNP PARIBAS INFRASTRUKTUR PLUS,BNP Paribas Omega,BNP PARIBAS PESONA,BNP Paribas Pesona Syariah,Reksa Dana BNP Paribas Prima II Kelas RK1,AVRIST BALANCED AMAR SYARIAH,BNP PARIBAS PRIMA USD,BNP PARIBAS RUPIAH PLUS,BNP PARIBAS SOLARIS,BNP Paribas Sri Kehati,DANAMAS RUPIAH PLUS,DANAMAS STABIL,DANAREKSA INDEKS SYARIAH,DANAREKSA MAWAR KONSUMER 10 KELAS A,Danareksa Melati Pendapatan Utama,DANAREKSA SERUNI PASAR UANG II,Avrist IDX30,DANAREKSA SERUNI PASAR UANG III,Reksa Dana Eastspring IDR Fixed Income Fund Kelas A,Reksa Dana Eastspring Investments Cash Reserve Kelas A,EASTSPRING INVESTMENTS VALUE DISCOVERY KELAS A,EASTSPRING INVESTMENTS YIELD DISCOVERY KELAS A,Eastspring Syariah Fixed Income Amanah Kelas A,Eastspring Syariah Greater China Equity USD Kelas A,Jarvis Balanced Fund,Jarvis Money Market Fund,MAJORIS OBLIGASI UTAMA INDONESIA,AVRIST PRIME BOND FUND,Majoris Pasar Uang Syariah Indonesia,MAJORIS SAHAM ALOKASI DINAMIK INDONESIA,Majoris Sukuk Negara Indonesia,MAKARA PRIMA,Mandiri Indeks FTSE Indonesia ESG Kelas A,MANDIRI INVESTA ATRAKTIF-SYARIAH,MANDIRI INVESTA DANA SYARIAH,Mandiri Investa Syariah Berimbang,Mandiri Investasi Obligasi Nasional,Mandiri Pasar Uang Syariah Ekstra,BAHANA DANA LIKUID,Manulife Dana Kas II Kelas A,Manulife Dana Kas Syariah,REKSA DANA MANULIFE DANA SAHAM KELAS A,MANULIFE OBLIGASI NEGARA INDONESIA II KELAS A,MANULIFE OBLIGASI UNGGULAN KELAS A,MANULIFE SAHAM ANDALAN,Reksa Dana Manulife Syariah Sektoral Amanah Kelas A,MANULIFE USD FIXED INCOME KELAS A,PRINCIPAL CASH FUND,Principal Index IDX30 Kelas O,Bahana Likuid Syariah Kelas G,PRINCIPAL ISLAMIC EQUITY GROWTH SYARIAH,PRINCIPAL TOTAL RETURN BOND FUND,SCHRODER 90 PLUS EQUITY FUND,SCHRODER DANA ISTIMEWA,Schroder dana Likuid,Schroder Dana Likuid Syariah,SCHRODER DANA MANTAP PLUS II,SCHRODER DYNAMIC BALANCED FUND,SYARIAH SCHRODER GLOBAL SHARIA EQUITY FUND (USD),SCHRODER SYARIAH BALANCED FUND,REKSA DANA SYARIAH BAHANA MES SYARIAH FUND KELAS G,SCHRODER USD BOND FUND,SIMAS SAHAM UNGGULAN,Simas Satu,SIMAS SYARIAH UNGGULAN,REKSA DANA SUCORINVEST BOND FUND,SUCORINVEST EQUITY FUND,SUCORINVEST FLEXI FUND,SUCORINVEST MAXI FUND,SUCORINVEST MONEY MARKET FUND,SUCORINVEST SHARIA EQUITY FUND,Bahana Primavera 99 Kelas G,Sucorinvest Sharia Money Market Fund,Sucorinvest Sharia Sukuk Fund,Sucorinvest Stable Fund,TRAM CONSUMPTION PLUS KELAS A,TRAM INFRASTRUCTURE PLUS,TRAM STRATEGIC PLUS,TRIM Dana Tetap 2,TRIM Kapital,TRIM KAPITAL PLUS,ABF INDONESIA BOND INDEX FUND
2021-03-21,1257.795,1580.155,2860.115,59945.96000000001,1773.675,1555.89,1666.7,1212.0604,1392.54,1031.8936,871.03,998.46,1215.7579,892.605,1.5462,17657.684999999998,1.0878,2951.175,1592.0300000000002,25517.925000000003,2436.51,2643.24,1062.0700000000002,1.31195,2261.4700000000003,2345.53,956.87,1503.743,3912.52335,2607.3050000000003,1615.5031,1608.94035,1570.5812,919.215,1512.78725,1479.05,1523.29,1335.715,1614.93,1294.015,1.218264,1623.41,1111.34,1368.16625,1545.9499999999998,1168.9682,1017.323,1229.48445,2797.5449,,1020.795,3818.35,3449.41,1074.64,1093.25535,1642.825,1579.655,1140.215,11375.509999999998,2524.67,2972.24,2140.92,3641.2,1.2165,1630.3249999999998,1326.23,1045.59,1286.4299999999998,2616.935,1939.435,7028.075,1461.5700000000002,1041.1808,2891.605,1577.97,1.4962,2490.66,1330.645,1.67325,1365.205,7530.8795,658.97355,1470.53,2354.625,5436.78,1728.08,1551.475,2014.52,1198.28,1181.475,,1097.98,1792.09,1252.76,1699.045,2631.54415,9893.3791,3560.29685,43834.1443
2021-03-28,1258.74,1581.19,2873.87,58967.01,1762.34,1557.82,1668.4,1217.3188,1396.38,1011.1373,856.39,980.68,1222.7149,873.44,1.5613,17344.04,1.0644,2898.77,1603.8,25083.17,2409.71,2660.52,1058.36,1.3183,2262.37,2284.94,939.07,1505.4426,3917.3495,2584.04,1578.0116,1619.377,1571.5255,904.38,1514.0684,1487.97,1524.06,1303.93,1622.25,1297.99,1.181017,1593.79,1112.09,1375.3524,1555.45,1170.1193,994.5616,1234.1346,2819.8492,,1008.19,3825.9,3454.64,1083.71,1093.9675,1643.99,1580.74,1140.92,11157.23,2532.66,2984.23,2091.02,3595.83,1.2192,1632.08,1304.77,1046.29,1270.26,2624.99,1906.38,6890.47,1462.55,1041.8847,2909.62,1555.27,1.5072,2485.63,1334.04,1.6757,1334.2557,7370.5734,649.6511,1467.05,2294.01,5412.5,1713.22,1553.44,1977.37,1177.68,1182.63,,1099.95,1756.64,1227.05,1710.01,2645.0144,9702.2149,3480.7989,44088.8201
2021-04-04,1259.51,1582.02,2877.87,57199.97,1737.31,1558.65,1668.92,1219.4705,1397.6,975.7093,821.86,945.54,1224.7099,843.26,1.573,16743.19,1.0681,2787.95,1606.51,24246.75,2346.76,2662.89,1047.52,1.3157,2262.72,2165.87,900.78,1506.8021,3921.2134,2530.7,1515.1329,1620.4647,1573.8861,868.0,1516.1427,1489.76,1524.59,1260.22,1624.06,1298.27,1.218479,1560.61,1112.64,1377.964,1558.29,1170.2249,955.8297,1235.0972,2821.8682,,981.81,3823.27,3446.48,1086.05,1094.3856,1644.79,1581.63,1141.43,10717.51,2536.94,2988.04,2020.35,3511.18,1.2179,1632.92,1251.74,1046.96,1243.83,2629.55,1841.12,6685.53,1462.76,1042.273,2853.36,1507.37,1.5135,2445.08,1334.48,1.6725,1290.883,7145.1669,631.9349,1468.14,2234.07,5362.84,1659.87,1554.71,1920.09,1136.57,1183.31,,1101.54,1703.62,1179.77,1713.37,2647.4247,9372.1829,3368.8775,44158.1903
2021-04-11,1260.5,1583.1,2890.81,57847.45,1730.55,1560.05,1670.63,1224.4793,1409.88,987.2537,830.55,956.0,1243.0673,855.91,1.6091,16934.69,1.0683,2814.0,1624.91,24499.25,2351.34,2699.26,1046.67,1.3229,2263.67,2185.49,912.33,1508.6053,3926.3646,2517.64,1533.3238,1648.7754,1575.0992,877.12,1517.5429,1507.82,1525.31,1273.98,1634.22,1307.6,1.206802,1593.68,1113.39,1398.5268,1578.85,1171.1088,969.3913,1246.555,2857.2858,,984.94,3840.55,3459.08,1098.95,1095.1604,1645.87,1582.9,1142.33,10812.45,2575.39,3005.28,2071.28,3516.62,1.2208,1634.5,1264.91,1047.7,1245.7,2639.38,1877.43,6839.8,1463.86,1043.608,2892.02,1530.77,1.5455,2456.73,1346.25,1.6777,1307.8859,7210.9099,628.5478,1474.22,2284.56,5473.88,1689.43,1556.45,1947.31,1147.38,1184.23,,1103.58,1728.42,1202.83,1744.73,2669.0597,9565.5378,3456.0076,44707.4763
2021-04-18,1261.3200000000002,1583.955,2885.165,58424.77,1742.6950000000002,1560.94,1671.85,1219.5577,1405.915,991.8026,832.87,957.395,1236.2573,871.61,1.6226,16941.765,1.088,2807.68,1617.19,24701.265,2351.9350000000004,2686.7250000000004,1042.155,1.32675,2264.305,2169.3,908.435,1510.0576999999998,3930.56075,2498.855,1536.5873,1640.32895,1575.86,879.89,1518.5238,1501.1799999999998,1525.845,1296.025,1625.54,1304.4450000000002,1.232989,1691.355,1114.015,1390.3719999999998,1570.495,1171.70705,957.0835,1242.44225,2837.8991,,978.84,3837.815,3451.8450000000003,1101.9,1095.74655,1646.77,1583.815,1142.86,10830.495,2565.875,3000.8,2101.945,3509.08,1.22275,1635.52,1268.33,1048.28,1244.245,2636.185,1876.065,6833.355,1464.405,1044.1991,2874.525,1524.655,1.5606,2451.765,1341.54,1.68135,1308.95285,7193.2587,624.7069,1470.98,2244.335,5476.75,1662.085,1558.035,1916.37,1141.3,1185.0500000000002,,1105.47,1749.045,1211.81,1733.02,2663.3783000000003,9662.50535,3562.34575,44507.172
2021-04-25,1262.17,1584.95,2895.7,57920.83,1713.83,1561.73,1672.66,1221.687,1411.83,988.1837,829.09,954.39,1244.9079,870.16,1.6313,16803.95,1.085,2778.4,1627.76,24591.69,2332.15,2703.27,1032.84,1.3319,2265.01,2142.81,903.78,1511.7322,3935.4143,2450.37,1530.8318,1653.1459,1576.7987,875.5,1519.8098,1510.89,1526.36,1277.62,1624.95,1308.4,1.25565,1662.58,1114.7,1400.9775,1581.4,1172.1536,954.1691,1247.0943,2856.0778,,974.61,3845.25,3458.06,1101.49,1096.4081,1647.77,1584.75,1143.46,10785.93,2581.81,3009.28,2108.26,3464.32,1.2256,1636.47,1261.91,1048.9,1229.74,2638.91,1867.77,6809.52,1464.41,1044.0501,2893.03,1521.46,1.5672,2436.49,1345.88,1.6854,1304.6206,7176.6849,612.044,1478.88,2250.01,5467.53,1667.02,1559.74,1929.53,1135.41,1186.21,,1107.38,1730.59,1206.94,1746.86,2674.5648,9640.4945,3523.1226,44800.3334
2021-05-02,1262.905,1585.825,2896.76,57851.14,1706.225,1563.085,1674.17,1223.9512,1410.75,983.0837,819.5,947.44,1244.8978499999998,873.6300000000001,1.6207,16777.68,1.0828,2772.775,1628.69,24606.84,2335.365,2701.495,1031.835,1.3285,2265.41,2195.3,893.8800000000001,1513.1487499999998,3939.62275,2441.485,1524.8117,1651.2828,1577.52105,867.7249999999999,1520.9214000000002,1510.04,1526.89,1283.185,1625.21,1307.495,1.255112,1676.875,1115.3049999999998,1398.9298,1580.4,1172.8258500000002,955.97355,1245.4676,2856.2525,,968.825,3843.37,3456.6000000000004,1092.64,1096.8357999999998,1648.61,1585.705,1144.095,10786.335,2580.155,3009.825,2131.42,3461.96,1.2242,1637.915,1250.56,1049.54,1224.11,2643.71,1871.235,6900.825,1465.3449999999998,1044.6825,2891.34,1519.165,1.55805,2437.56,1344.355,1.6824,1303.87435,7209.5351,617.68545,1471.515,2243.87,5431.735000000001,1671.08,1561.175,1958.245,1128.12,1187.1999999999998,,1109.08,1723.72,1219.9,1744.8249999999998,2677.1294,9701.662649999998,3502.1159,44795.21815
2021-05-09,1263.63,1586.82,2895.43,56992.0,1682.2,1564.48,1675.46,1227.6533,1413.78,969.2552,808.02,934.86,1252.3573,862.75,1.6275,16546.76,1.0693,2743.12,1632.84,24221.68,2301.09,2712.89,1019.52,1.3343,2266.27,2178.67,879.78,1514.7771,3944.2952,2381.68,1495.5052,1661.441,1578.4426,853.55,1522.1956,1516.95,1527.47,1266.39,1628.18,1309.7,1.218365,1666.85,1116.0,1407.8927,1589.29,1173.367,941.1528,1247.131,2868.3506,,948.84,3849.88,3456.27,1093.71,1097.2973,1649.7,1586.96,1144.92,10649.31,2593.79,3018.85,2123.56,3417.54,1.2266,1639.4,1229.22,1050.16,1203.42,2648.36,1859.65,6881.87,1466.12,1045.5721,2902.26,1513.49,1.5575,2431.01,1345.61,1.6865,1289.3348,7097.5036,609.1161,1477.65,2228.23,5379.94,1682.21,1562.81,1969.46,1115.64,1188.3,,1111.25,1695.55,1207.56,1756.69,2686.586,9590.6275,3447.9835,45008.7068
2021-05-16,1264.08,1587.35,2897.37,57210.73,1695.34,1564.84,1675.85,1224.266,1414.26,972.0886,809.89,937.23,1253.7901,865.84,1.6081,16667.57,1.0681,2766.46,1634.62,24394.95,2319.45,2715.76,1022.12,1.3347,2266.67,2233.24,880.72,1515.6382,3946.7905,2391.78,1505.0694,1663.1535,1578.8885,855.47,1522.8386,1518.47,1527.74,1281.11,1629.81,1310.28,1.175475,1680.22,1116.37,1409.0235,1591.07,1173.4136,943.1956,1247.3572,2871.0218,,954.33,3853.65,3458.71,1086.51,1097.6635,1650.24,1587.46,1145.23,10719.39,2595.92,3022.75,2136.39,3443.89,1.2267,1640.03,1232.1,1050.52,1205.88,2651.04,1873.52,6969.94,1466.18,1045.6619,2905.73,1518.59,1.5435,2440.45,1345.77,1.6865,1299.8949,7171.2351,620.8213,1479.79,2218.0,5360.15,1673.4,1563.74,1961.21,1120.28,1188.89,,1112.53,1704.43,1218.73,1758.21,2689.1292,9657.3655,3451.5306,45067.992
2021-05-23,1265.25,1588.55,2897.005,55721.25,1651.785,1566.31,1677.385,1227.0604,1413.835,945.6372,790.01,914.16,1253.0672,854.385,1.6176499999999998,16285.815,1.0703,2669.3050000000003,1634.59,23901.61,2270.625,2712.825,1004.855,1.33045,2267.7,2121.17,864.245,1517.7657,3952.6858,2311.76,1464.87045,1660.41075,1579.95735,836.515,1524.8528,1517.085,1528.38,1234.35,1629.605,1309.465,1.192796,1647.44,1117.19,1406.41485,1588.345,1174.10995,913.3771,1246.4936,2865.3682,,918.68,3855.655,3457.21,1088.01,1098.46965,1651.58,1588.8200000000002,1145.955,10400.634999999998,2594.33,3025.37,2168.52,3377.03,1.2263,1641.4299999999998,1204.28,1051.39,1166.95,2652.77,1828.93,6752.1,1466.835,1046.477,2901.44,1481.435,1.5614,2398.05,1344.685,1.68415,1260.02965,6997.6399,605.52075,1480.065,2179.11,5385.505,1654.975,1566.205,1920.34,1089.88,1190.21,,1114.91,1671.165,1184.72,1755.615,2690.7845500000003,9428.875499999998,3389.0772500000003,45042.7663
2021-05-30,1266.07,1589.48,2905.24,56208.72,1657.82,1567.21,1678.42,1229.3781,1416.34,955.3556,797.94,920.26,1257.3109,861.54,1.6324,16382.95,1.0789,2696.95,1640.15,23962.06,2267.58,2721.43,1008.14,1.3342,2268.45,2105.41,870.96,1519.3891,3957.2676,2310.9,1468.0659,1665.174,1580.7932,844.31,1525.8186,1521.23,1529.02,1253.18,1632.75,1313.12,1.219065,1732.62,1117.93,1410.1476,1592.85,1174.0964,916.7891,1249.2801,2875.84,,925.79,3861.83,3458.66,1090.63,1098.9885,1652.56,1589.78,1146.5,10388.44,2597.92,3032.4,2238.1,3362.11,1.2282,1642.49,1213.57,1051.95,1164.71,2657.44,1850.04,6779.67,1467.3,1046.8847,2912.0,1494.53,1.5746,2406.83,1347.97,1.6875,1263.6389,6995.4767,604.2747,1488.08,2211.68,5535.2,1678.89,1568.09,1928.62,1096.25,1191.18,,1116.89,1690.68,1193.04,1762.04,2697.5756,9521.4534,3426.0431,45184.0359
2021-06-06,1266.77,1590.3,2913.935,58601.395,1721.585,1568.525,1679.74,1229.821,1422.02,997.4181,838.57,967.855,1263.2773000000002,902.695,1.6355,17146.059999999998,1.0889,2827.11,1647.135,25162.23,2363.1800000000003,2734.495,1033.385,1.3339,2268.935,2193.145,912.815,1520.69045,3961.1622,2412.14,1537.32565,1674.3529,1581.4998,891.875,1526.7958,1528.99,1529.57,1309.105,1636.39,1317.765,1.229798,1764.4,1118.57,1419.38605,1601.6,1174.003,952.63495,1254.90125,2891.20515,,988.96,3863.495,3471.73,1090.35,1099.47605,1653.4450000000002,1590.635,1147.05,10991.04,2612.52,3035.08,2384.745,3483.15,1.2287,1643.69,1282.075,1052.55,1203.79,2661.465,1929.625,7019.33,1468.215,1047.8366,2928.11,1541.525,1.57845,2456.61,1352.965,1.6871,1322.84755,7208.1185,629.7371,1495.92,2269.75,5582.32,1696.97,1569.535,1959.895,1145.13,1192.14,,1118.84,1753.16,1238.3200000000002,1772.625,2705.23425,9894.3858,3553.05555,45423.106750000006
2021-06-13,1267.59,1591.12,2914.72,58452.73,1705.96,1570.04,1681.04,1228.9049,1428.05,997.0857,838.78,964.3,1271.3697,904.41,1.6587,17061.43,1.0857,2797.0,1655.4,25120.17,2355.37,2751.39,1027.8,1.3426,2269.6,2204.73,903.87,1522.1918,3965.8538,2385.25,1533.5795,1688.8288,1583.0589,887.29,1528.7795,1538.42,1530.1,1316.0,1639.89,1324.22,1.232705,1816.23,1119.31,1430.9086,1610.81,1173.4973,942.326,1261.3514,2910.7828,,979.44,3878.51,3476.6,1099.39,1100.0126,1654.42,1591.5,1147.63,10901.07,2627.94,3044.13,2403.18,3466.27,1.2318,1644.7,1275.26,1053.12,1190.01,2669.06,1932.03,7005.02,1468.9,1048.2731,2948.49,1532.92,1.5976,2447.32,1358.89,1.6941,1314.8423,7152.1326,619.0599,1503.23,2282.42,5652.42,1718.23,1571.58,1982.29,1143.75,1193.18,,1122.51,1750.81,1246.45,1786.58,2717.0003,9941.3525,3567.8039,45719.5351
2021-06-20,1268.36,1592.14,2912.085,56816.095,1648.58,1570.595,1681.875,1231.0921,1425.31,954.5812,801.36,932.87,1265.2783,889.095,1.653,16512.085,1.0631,2697.7200000000003,1649.795,24378.695,2283.695,2738.8,1014.4,1.339,2270.165,2121.605,865.335,1523.4933,3969.9216,2332.78,1487.2820000000002,1674.6561000000002,1583.9268000000002,854.5699999999999,1529.9053,1531.5749999999998,1530.5549999999998,1307.885,1638.73,1322.225,1.224678,1911.1,1119.94,1419.1056,1599.9,1174.0442,904.96285,1258.2759999999998,2889.5608,,965.46,3883.345,3470.36,1097.035,1100.30305,1655.22,1592.355,1148.205,10646.095,2614.9350000000004,2977.53,2409.06,3373.12,1.22985,1645.76,1227.9499999999998,1053.69,1160.69,2669.63,1863.815,6784.195,1468.8249999999998,1048.1372,2932.635,1487.415,1.5952,2391.62,1356.055,1.6891500000000002,1290.3605,7038.2502,595.43195,1500.54,2219.6800000000003,5535.74,1644.605,1573.075,1870.045,1092.78,1194.0549999999998,,1124.23,1710.815,1210.23,1772.845,2708.6627500000004,9827.6874,3542.56275,45537.06615
2021-06-27,1269.18,1593.04,2915.31,55918.48,1629.97,1572.15,1683.63,1232.7708,1427.17,942.4292,790.88,910.63,1262.5206,884.74,1.6717,16224.84,1.0713,2646.01,1647.57,24035.8,2262.98,2737.6,1012.34,1.3428,2271.11,2074.15,845.76,1524.9966,3974.6092,2319.64,1470.9898,1667.0681,1585.3543,836.7,1531.6268,1529.22,1531.34,1297.72,1640.89,1323.33,1.250899,1986.09,1120.64,1411.4904,1595.87,1178.0185,887.2604,1258.2848,2880.1093,,964.0,3886.49,3468.6,1105.17,1101.0369,1656.16,1593.34,1148.8,10516.44,2607.16,2980.93,2399.18,3350.12,1.2309,1647.42,1202.16,1054.27,1163.98,2645.49,1833.64,6731.84,1470.21,1049.1656,2930.27,1467.53,1.6014,2371.46,1357.92,1.6919,1288.6893,6939.4418,586.5331,1494.91,2177.02,5547.32,1646.07,1574.46,1849.81,1078.84,1195.15,,1126.36,1699.53,1197.48,1765.98,2706.8199,9897.8383,3569.2505,45473.2972
2021-07-04,1269.875,1593.8200000000002,2913.185,55309.71,1610.965,1572.65,1684.495,1233.3289,1427.08,935.4117,789.34,904.725,1259.5136,861.4849999999999,1.6886,16120.175,1.0351,2630.295,1648.78,23901.045,2250.865,2731.545,1009.65,1.3432,2271.77,2039.85,839.03,1526.3001,3978.61325,2307.64,1461.87905,1664.5854,1586.4371,833.125,1532.9148,1525.85,1531.87,1285.365,1639.215,1323.18,1.22906,1959.285,1121.29,1406.41135,1591.725,1178.7847,888.0581999999999,1257.7091,2873.0603,,957.72,3885.905,3470.575,1107.385,1101.52795,1656.91,1594.245,1149.285,10506.415,2601.73,2982.13,2384.715,3331.69,1.2309,1648.52,1197.12,1054.86,1160.65,2646.7250000000004,1822.475,6658.495,1470.73,1049.4869,2923.0550000000003,1454.96,1.60435,2358.5150000000003,1357.425,1.6913,1260.02465,6878.227,581.2397000000001,1492.27,2184.54,5498.475,1639.155,1575.865,1840.38,1080.49,1196.15,,1128.14,1684.89,1179.6799999999998,1761.005,2706.9505,9744.25655,3520.28135,45400.4266
2021-07-11,1270.66,1594.7,2908.98,55533.33,1639.52,1573.65,1685.69,1235.6685,1431.43,923.6229,777.66,899.75,1262.0758,853.35,1.7019,16171.54,1.0041,2628.11,1651.53,24202.95,2282.86,2738.43,1012.14,1.3472,2272.43,2096.64,823.44,1527.7744,3983.1068,2313.51,1465.7935,1669.961,1587.1684,822.65,1533.9003,1530.0,1532.42,1291.68,1641.46,1326.47,1.1915,2029.9,1121.98,1411.0995,1596.1,1179.3658,875.1862,1261.856,2879.645,,965.4,3890.88,3475.1,1112.69,1102.0583,1657.8,1595.2,1149.87,10552.32,2609.71,2992.7,2441.32,3390.27,1.2325,1649.85,1181.81,1055.42,1181.74,2652.07,1842.38,6812.88,1471.2,1049.6934,2930.85,1463.94,1.6104,2375.87,1360.96,1.6941,1263.7585,6873.5142,582.4484,1497.77,2128.8,5423.43,1603.79,1577.5,1794.94,1067.81,1197.25,,1129.86,1686.46,1192.56,1766.87,2712.9468,10001.5146,3614.4002,45533.5139
2021-07-18,1271.4,1595.45,2922.455,55466.69,1624.025,1574.49,1686.515,1231.6888,1436.455,924.9723,784.56,906.34,1271.03315,841.5999999999999,1.70255,16188.605,1.0143,2634.125,1660.4,24096.0,2261.52,2757.965,1013.035,1.34995,2273.0600000000004,2079.16,833.0699999999999,1529.0528,3987.0068,2308.885,1464.6124,1686.583,1587.8157,827.0350000000001,1534.87545,1540.19,1532.905,1309.205,1640.13,1331.0,1.21651,1998.445,1122.585,1423.7141,1610.99,1179.68325,877.4438,1266.1104,2909.2962500000003,,956.07,3901.69,3479.67,1115.995,1102.51665,1658.535,1595.925,1150.32,10677.47,2625.42,2999.01,2451.7,3356.7250000000004,1.23345,1650.71,1188.145,1055.99,1167.725,2657.355,1847.375,6816.285,1471.705,1050.052,2955.075,1471.645,1.61525,2387.19,1365.715,1.6965,1251.8622,6782.052949999999,581.8638000000001,1510.86,2122.925,5454.895,1604.56,1578.785,1799.785,1079.29,1198.165,,1132.18,1680.13,1186.345,1782.915,2724.7365,9870.5801,3565.6061,45848.3187
2021-07-25,1272.16,1596.32,2927.42,55786.03,1618.81,1575.55,1687.93,1232.5402,1437.13,928.0735,784.72,913.97,1273.744,844.96,1.7238,16260.12,0.9965,2670.51,1663.24,24050.79,2245.89,2764.87,1006.62,1.3511,2273.84,2099.49,834.55,1530.5172,3991.4569,2277.1,1477.6882,1690.356,1588.6268,829.96,1536.1327,1543.9,1533.74,1322.21,1636.41,1332.12,1.168395,2008.75,1123.28,1427.3454,1614.92,1179.6449,884.0691,1266.3094,2916.7647,,948.22,3907.67,3484.46,1116.78,1103.202,1659.44,1596.77,1150.85,10955.36,2630.31,3001.57,2512.66,3367.25,1.2337,1652.01,1192.45,1056.49,1171.37,2660.9,1862.21,6864.26,1472.92,1051.0451,2960.23,1479.13,1.6331,2382.67,1366.34,1.6994,1260.9244,6845.0748,584.0666,1515.01,2170.1,5502.28,1633.04,1580.37,1840.35,1081.85,1199.28,,1134.02,1688.34,1193.89,1786.74,2729.1293,9880.1409,3572.1457,45963.9848
2021-08-01,1272.8049999999998,1597.0700000000002,2933.785,55382.305,1599.14,1576.485,1689.25,1234.3157,1440.01,904.4394,762.49,901.74,1277.4380999999998,862.835,1.7302,16110.69,0.9493,2651.3,1667.215,24012.2,2221.325,2771.82,1000.115,1.3487,2274.495,2131.21,812.17,1531.7531,3995.27085,2249.835,1496.99365,1696.0369,1589.99995,812.515,1538.0249,1547.79,1534.385,1350.4,1640.105,1334.245,1.113625,2077.705,1123.865,1430.52855,1620.555,1181.98525,876.8199,1268.57435,2924.1683000000003,,946.015,3912.66,3486.3,1112.845,1103.67475,1660.22,1597.8049999999998,1151.41,10895.525,2637.345,3006.67,2549.415,3340.62,1.23305,1653.185,1166.15,1057.05,1179.495,2664.36,1848.4,6818.935,1473.77,1051.9016,2969.19,1464.6999999999998,1.6328999999999998,2361.675,1368.155,1.6968,1270.8649,6889.937550000001,578.7079,1520.55,2134.98,5541.92,1630.87,1581.955,1844.475,1052.44,1200.23,,1135.85,1681.335,1195.0700000000002,1792.62,2736.32605,10223.7921,3697.5428,46093.927800000005
2021-08-08,1273.53,1597.94,2929.72,55927.64,1595.03,1577.61,1690.67,1236.1957,1443.78,926.0306,781.67,911.2,1281.85,877.18,1.7496,16299.22,0.9703,2688.9,1668.04,24277.67,2242.94,2776.94,1006.45,1.3516,2275.18,2079.05,835.02,1533.1721,3999.6651,2271.6,1497.3464,1701.2281,1591.4236,827.93,1539.8815,1552.18,1535.18,1343.57,1641.86,1337.87,1.123437,2171.99,1124.55,1435.7388,1624.41,1182.9474,887.1688,1272.1316,2930.3762,,960.92,3920.13,3485.86,1108.42,1104.2453,1661.08,1598.58,1152.07,10937.64,2644.75,3014.26,2542.01,3355.18,1.2338,1654.29,1188.77,1057.55,1178.95,2670.7,1877.38,6835.42,1474.6,1052.1605,2976.84,1486.62,1.6442,2369.63,1371.37,1.7002,1295.9997,7022.415,580.4337,1527.91,2177.61,5614.12,1651.89,1583.41,1849.4,1069.99,1201.28,,1137.41,1708.95,1216.76,1799.0,2740.4225,10493.4867,3793.6665,46232.7587
2021-08-15,1274.16,1598.6950000000002,2926.225,55712.58500000001,1600.985,1578.17,1691.3049999999998,1229.461,1443.935,924.4281,787.07,916.4,1278.9367,857.73,1.75475,16297.805,0.9752,2686.2250000000004,1665.365,24161.455,2240.62,2770.9,1007.045,1.3491499999999998,2275.74,2080.0950000000003,840.545,1534.3988,4003.41245,2265.375,1477.23095,1695.4721,1592.0590499999998,830.75,1540.7177499999998,1547.74,1535.47,1310.4050000000002,1639.84,1337.145,1.103548,2102.225,1125.14,1428.8305,1618.58,1184.2651,883.0923,1271.19725,2920.0665,,942.83,3920.345,3469.95,1107.335,1104.65915,1661.79,1599.28,1152.3850000000002,11040.755,2637.15,3009.86,2519.46,3391.82,1.2323499999999998,1655.105,1192.8249999999998,1058.09,1156.435,2667.485,1839.295,6702.115,1474.69,1052.2226,2968.1800000000003,1465.82,1.64385,2364.205,1370.045,1.6979,1289.5026,7034.4665,576.3809,1525.255,2184.215,5572.495000000001,1654.675,1584.505,1866.31,1075.34,1202.225,,1139.12,1691.265,1208.445,1791.515,2735.8608,10313.39865,3727.3988,46126.794850000006
